"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-04","8.72"," 1242","0.00","0.0","0.0",,"75","61","  462",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-05","6.26"," 1413","0.00","0.0","0.0",,"77","57","  694",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-06","6.49"," 1503","0.00","0.0","0.0",,"80","60","  697",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-07","8.28"," 1502","0.00","0.0","0.0",,"83","61","  707","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-08","6.04"," 1449","0.00","0.0","0.0",,"82","58","  759",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-09","5.37"," 1641","0.00","0.0","0.0",,"86","60","  728","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-10","7.38"," 2059","0.00","0.0","0.0",,"82","64","  663",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-11","7.38"," 1250","0.00","0.0","0.0",,"76","59","  740",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-12","6.26"," 1310","0.00","0.0","0.0",,"78","55","  742",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-13","5.82"," 1310","0.00","0.0","0.0",,"87","57","  727",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-14","7.61"," 1108","0.00","0.0","0.0",,"91","63","  654",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-15","4.92"," 1833","0.00","0.0","0.0",,"84","72","  198","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-16","4.47"," 1621","0.00","0.0","0.0",,"88","71","  430","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-17","8.05"," 1720","0.47","0.0","0.0",,"88","69","  341","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-18","9.17"," 0004","0.08","0.0","0.0",,"77","61","  595","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-19","7.38"," 1238","0.00","0.0","0.0",,"78","56","  734",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-20","4.92"," 1804","0.00","0.0","0.0",,"80","56","  701",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-21","5.14"," 1332","0.00","0.0","0.0",,"77","58","  558",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-22","14.54"," 1712","1.53","0.0","0.0",,"66","61","    0","    1",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-23","7.83"," 0534","0.02","0.0","0.0",,"69","59","    7","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-24","4.70"," 1418","0.00","0.0","0.0",,"77","58","  574",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-25","5.82"," 1718","0.00","0.0","0.0",,"83","67","  412","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-26","6.26"," 1858","0.74","0.0","0.0",,"82","67","  191","    1",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-27","7.61"," 1556","0.00","0.0","0.0",,"78","64","  562","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-28","5.14"," 2312","0.00","0.0","0.0",,"76","59","  423",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-29","10.51"," 1429","0.00","0.0","0.0",,"72","56","  610",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-09-30","9.84"," 1432","0.00","0.0","0.0",,"73","52","  683",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-01","8.50"," 1639","0.06","0.0","0.0",,"81","55","  560","    1",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-02","7.83"," 0815","0.02","0.0","0.0",,"68","59","  123","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-03","11.18"," 0901","0.00","0.0","0.0",,"63","49","  427",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-04","10.96"," 2148","0.00","0.0","0.0",,"64","48","  623",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-05","11.41"," 1253","0.00","0.0","0.0",,"64","50","  230",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-06","5.37"," 1356","0.00","0.0","0.0",,"66","44","  677",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-07","7.38"," 2147","0.00","0.0","0.0",,"71","48","  692",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-08","8.05"," 1551","0.00","0.0","0.0",,"74","50","  666",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-09","11.86"," 1308","0.21","0.0","0.0",,"80","61","  450","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-10","12.75"," 1643","0.00","0.0","0.0",,"64","49","  485",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-11","7.83"," 0051","0.00","0.0","0.0",,"63","44","  683",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-12","8.05"," 1512","0.00","0.0","0.0",,"65","43","  645",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-13","9.17"," 1744","0.00","0.0","0.0",,"66","47","  365","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-14","11.18"," 1554","0.00","0.0","0.0",,"63","57","    0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-15","11.18"," 1048","0.00","0.0","0.0",,"67","51","  360",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-16","6.26"," 1230","0.00","0.0","0.0",,"71","45","  657",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-17","5.14"," 0951","0.00","0.0","0.0",,"70","44","  668",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-18","6.71"," 1504","0.00","0.0","0.0",,"73","45","  640","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-19","5.37"," 2257","0.00","0.0","0.0",,"71","51","  152","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-20","5.14"," 1333","0.03","0.0","0.0",,"73","61","   97","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-21","9.40"," 0957","0.00","0.0","0.0",,"72","53","  485",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-22","6.04"," 1406","0.00","0.0","0.0",,"73","49","  437",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-23","8.72"," 2127","0.85","0.0","0.0",,"70","59","  191","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-24","7.83"," 1516","0.00","0.0","0.0",,"70","48","  651",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-25","8.28"," 1227","0.00","0.0","0.0",,"65","49","  576",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-26","9.40"," 2229","0.02","0.0","0.0",,"57","46","  221",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-27","9.84"," 1214","0.00","0.0","0.0",,"60","43","  430",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-28","7.38"," 2035","0.00","0.0","0.0",,"62","40","  642",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-29","8.50"," 1045","0.00","0.0","0.0",,"69","43","  640",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-30","4.70"," 1743","0.00","0.0","0.0",,"76","50","  637",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-10-31","4.70"," 1625","0.00","0.0","0.0",,"73","57","   15","    1","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-01","12.53"," 1347","0.23","0.0","0.0",,"73","48","   72","    1",,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-02","13.65"," 1348","0.00","0.0","0.0",,"64","49","  495",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-03","6.04"," 1126","0.00","0.0","0.0",,"70","41","  484",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-04","7.16"," 2352","0.00","0.0","0.0",,"76","47","  605",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-05","8.05"," 2345","0.00","0.0","0.0",,"77","57","  432",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-06","15.21"," 2241","0.06","0.0","0.0",,"75","62","  231",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-07","11.63"," 0024","0.00","0.0","0.0",,"63","45","  620",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-08","9.62"," 0925","0.00","0.0","0.0",,"71","43","  577",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-09","7.61"," 1158","0.00","0.0","0.0",,"79","51","  547",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-10","12.97"," 0430","0.23","0.0","0.0",,"64","43","  291","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-11","8.50"," 1704","0.00","0.0","0.0",,"54","37","  606",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-12","5.37"," 2107","0.00","0.0","0.0",,"56","35","  589",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-13","4.25"," 0055","0.00","0.0","0.0",,"71","43","  540",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-14","6.93"," 1429","0.00","0.0","0.0",,"72","47","  474",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-15","7.16"," 2202","0.00","0.0","0.0",,"72","51","  251","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-16","14.99"," 1121","0.00","0.0","0.0",,"63","49","    0",,,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-17","16.78"," 1049","0.00","0.0","0.0",,"55","48","    0","    1",,,,,,,"    1",,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-18","13.20"," 0526","0.10","0.0","0.0",,"62","55","    1","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-19","9.40"," 1132","0.00","0.0","0.0",,"64","46","  571",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-20","7.38"," 1820","0.00","0.0","0.0",,"60","43","  316",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-21","8.95"," 1217","0.52","0.0","0.0",,"65","45","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-22","14.99"," 1823","0.00","0.0","0.0",,"60","40","  570","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-23","14.99"," 2054","0.00","0.0","0.0",,"52","34","  586",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-24","11.18"," 1236","0.00","0.0","0.0",,"46","29","  570",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-25","8.05"," 1537","0.00","0.0","0.0",,"56","37","  153",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-26","6.93"," 1228","0.00","0.0","0.0",,"52","38","  355",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-27","9.62"," 0601","0.42","0.0","0.0",,"43","37","    0","    1",,,"    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-28","12.75"," 1221","0.01","0.0","0.0",,"61","41","    7","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-29","8.05"," 1332","0.00","0.0","0.0",,"57","37","  284",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-11-30","7.83"," 1047","0.00","0.0","0.0",,"54","36","  543",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-01","4.70"," 1255","0.00","0.0","0.0",,"50","32","  580",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-02","8.28"," 1320","0.00","0.0","0.0",,"58","33","  579",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-03","3.80"," 1458","0.00","0.0","0.0",,"53","36","  263",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-04","4.70"," 2142","0.32","0.0","0.0",,"60","44","   19","    1",,,,,,,"    1",,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-05","8.50"," 1322","0.66","0.0","0.0",,"71","55","   40","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-06","6.26"," 1320","0.00","0.0","0.0",,"65","50","  310",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-07","10.29"," 2106","0.00","0.0","0.0",,"68","48","  415",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-08","12.97"," 0006","0.00","0.0","0.0",,"48","36","  549",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-09","8.05"," 1651","0.02","0.0","0.0",,"49","34","   39",,,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-10","9.40"," 0831","0.61","0.0","0.0",,"49","41","    0","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-11","16.11"," 1157","0.01","0.0","0.0",,"45","34","  264","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-12","8.28"," 0044","0.00","0.0","0.0",,"38","29","  408",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-13","8.50"," 2106","0.00","0.0","0.0",,"41","30","    0","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-14","11.18"," 1941","0.03","0.0","0.0",,"46","37","    0","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-15","9.84"," 1208","0.00","0.0","0.0",,"48","36","  349",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-16","8.50"," 1644","0.04","0.0","0.0",,"48","36","  349","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-17","4.03"," 1344","0.12","0.0","0.0",,"48","40","   26","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-18","8.72"," 1926","0.00","0.0","0.0",,"53","40","  316","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-19","12.97"," 1115","0.00","0.0","0.0",,"48","40","   91",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-20","6.04"," 1411","0.00","0.0","0.0",,"47","33","  547",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-21","5.14"," 1154","0.00","0.0","0.0",,"53","31","  564","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-22","7.16"," 1759","0.00","0.0","0.0",,"53","32","  231","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-23","14.76"," 2347","0.00","0.0","0.0",,"59","39","  453",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-24","18.57"," 1115","0.10","0.0","0.0",,"51","44","    0","    1",,,,,,,"    1",,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-25","10.51"," 0813","0.04","0.0","0.0",,"54","40","   24","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-26","5.82"," 1036","0.00","0.0","0.0",,"55","35","  568",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-27","3.80"," 1535","0.00","0.0","0.0",,"53","30","  568",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-28","7.16"," 2130","0.00","0.0","0.0",,"58","30","  568",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-29","11.63"," 0700","0.00","0.0","0.0",,"49","37","  543",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-30","7.16"," 0233","0.00","0.0","0.0",,"41","28","  503",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1994-12-31","3.58"," 2151","0.40","0.0","0.0",,"41","28","    0","    1",,,,,,,"    1",,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-01","5.59"," 0131","0.06","0.0","0.0",,"52","36","  241","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-02","14.99"," 0923","0.02","0.0","0.0",,"49","28","  566",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-03","8.05"," 0133","0.00","0.0","0.0",,"35","25","  139",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-04","11.86"," 2350","0.00","0.0","0.0",,"37","21","  539",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-05","9.40"," 0013","0.00","0.0","0.0",,"27","15","  573",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-06","10.07"," 1304","1.00","0.0","0.0",,"39","20","   60","    1",,,"    1",,"    1",,,,,,,,"    1",,"    1","    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-07","9.17"," 1626","0.07","0.0","0.0",,"45","33","   22","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-08","9.17"," 0849","0.00","0.0","0.0",,"43","32","  337",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-09","6.93"," 2329","0.00","0.0","0.0",,"45","31","  240",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-10","7.38"," 0237","0.00","0.0","0.0",,"38","30","  102",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-11","6.26"," 2232","0.04","0.0","0.0",,"45","32","   23","    1",,,,,,,"    1",,,,,,,,"    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-12","9.40"," 1325","0.01","0.0","0.0",,"63","36","  268","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-13","7.83"," 0001","0.00","0.0","0.0",,"68","47","  458","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-14","13.20"," 1318","0.05","0.0","0.0",,"70","52","  243","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-15","16.11"," 0900","0.41","0.0","0.0",,"65","56","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-16","12.08"," 1736","0.00","0.0","0.0",,"58","44","   10",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-17","12.08"," 1016","0.00","0.0","0.0",,"50","40","   36",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-18","7.83"," 0457","0.00","0.0","0.0",,"49","44","    0","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-19","7.61"," 2222","0.29","0.0","0.0",,"45","42","    0","    1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-20","10.29"," 0312","0.99","0.0","0.0",,"49","42","    0","    1",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-21","12.30"," 1151","0.00","0.0","0.0",,"46","34","  305",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1995-01-22","10.96"," 2042","0.00","0.0","0.0",,"40","30","  301",,,,,,,,,,,,,,,,,,"    1",,,,
